downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-001846,MCH-011,2024-03-26,Tooling Change,0.51,10.0,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001847,MCH-011,2024-10-31,Tooling Change,0.86,16.85,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001848,MCH-011,2024-02-27,Tooling Change,0.92,17.9,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001849,MCH-011,2025-11-24,Tooling Change,0.78,15.27,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001850,MCH-011,2024-01-29,Tooling Change,1.08,21.06,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001851,MCH-011,2024-12-24,Tooling Change,0.58,11.31,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001852,MCH-011,2025-05-13,Tooling Change,0.59,11.58,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001853,MCH-011,2025-01-14,Tooling Change,0.4,7.9,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001854,MCH-011,2024-10-16,Tooling Change,1.16,22.64,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001855,MCH-011,2024-02-13,Tooling Change,0.58,11.31,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001856,MCH-011,2024-03-15,Tooling Change,0.51,10.0,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001857,MCH-011,2024-09-23,Tooling Change,1.03,20.01,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001858,MCH-011,2024-09-09,Tooling Change,0.57,11.06,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001859,MCH-011,2025-11-21,Tooling Change,0.35,6.84,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001860,MCH-011,2024-09-04,Tooling Change,0.55,10.79,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001861,MCH-011,2024-08-12,Tooling Change,0.42,8.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001862,MCH-011,2025-10-27,Tooling Change,0.59,11.58,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001863,MCH-011,2025-09-16,Tooling Change,0.5,9.73,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001864,MCH-011,2024-10-04,Tooling Change,0.43,8.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001865,MCH-011,2024-04-22,Tooling Change,0.84,16.32,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001866,MCH-011,2024-07-12,Tooling Change,0.46,8.95,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001867,MCH-011,2024-02-13,Tooling Change,0.57,11.06,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001868,MCH-011,2025-08-04,Tooling Change,0.7,13.69,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001869,MCH-011,2025-02-18,Tooling Change,0.58,11.31,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001870,MCH-011,2025-03-27,Tooling Change,0.34,6.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001871,MCH-011,2025-06-04,Tooling Change,0.9,17.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001872,MCH-011,2025-06-06,Tooling Change,0.65,12.64,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001873,MCH-011,2025-12-15,Tooling Change,0.53,10.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001874,MCH-011,2024-11-25,Tooling Change,0.42,8.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001875,MCH-011,2025-12-18,Tooling Change,0.34,6.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001876,MCH-011,2025-08-12,Tooling Change,0.42,8.15,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001877,MCH-011,2024-07-16,Tooling Change,1.05,20.53,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001878,MCH-011,2025-07-21,Tooling Change,0.73,14.22,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001879,MCH-011,2024-10-02,Tooling Change,0.93,18.16,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001880,MCH-011,2024-02-19,Tooling Change,0.4,7.9,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001881,MCH-011,2025-09-09,Tooling Change,0.73,14.22,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001882,MCH-011,2025-03-12,Tooling Change,0.68,13.16,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001883,MCH-011,2024-05-03,Tooling Change,0.89,17.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001884,MCH-011,2025-06-10,Tooling Change,1.28,25.0,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001885,MCH-011,2025-02-11,Tooling Change,0.72,13.96,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001886,MCH-011,2025-05-29,Tooling Change,1.01,19.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001887,MCH-011,2025-08-20,Tooling Change,0.69,13.42,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001888,MCH-011,2025-07-03,Tooling Change,0.68,13.16,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001889,MCH-011,2025-07-18,Tooling Change,0.74,14.47,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001890,MCH-011,2024-08-05,Tooling Change,0.43,8.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001891,MCH-011,2025-06-12,Tooling Change,0.99,19.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001892,MCH-011,2024-07-08,Tooling Change,0.77,15.0,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001893,MCH-011,2024-08-20,Tooling Change,0.85,16.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001894,MCH-011,2024-02-26,Tooling Change,0.7,13.69,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001895,MCH-011,2024-05-14,Tooling Change,0.97,18.95,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001896,MCH-011,2024-05-24,Tooling Change,0.78,15.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001897,MCH-011,2024-07-30,Tooling Change,0.68,13.16,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001898,MCH-011,2024-01-05,Tooling Change,1.04,20.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001899,MCH-011,2025-09-15,Tooling Change,0.97,18.95,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001900,MCH-011,2024-10-29,Tooling Change,0.7,13.69,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001901,MCH-011,2025-04-14,Tooling Change,0.9,17.64,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001902,MCH-011,2024-01-26,Tooling Change,0.8,15.54,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001903,MCH-011,2024-09-25,Tooling Change,0.94,18.43,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001904,MCH-011,2025-07-28,Tooling Change,0.97,18.95,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001905,MCH-011,2025-12-19,Tooling Change,0.57,11.06,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001906,MCH-011,2024-10-03,Tooling Change,0.68,13.16,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001907,MCH-011,2024-12-20,Tooling Change,0.76,14.74,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001908,MCH-011,2025-08-25,Tooling Change,0.76,14.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001909,MCH-011,2024-03-25,Tooling Change,0.5,9.73,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001910,MCH-011,2024-06-05,Tooling Change,0.43,8.42,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001911,MCH-011,2025-10-08,Tooling Change,0.92,17.9,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001912,MCH-011,2024-02-07,Tooling Change,0.97,18.95,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001913,MCH-011,2025-10-07,Tooling Change,0.39,7.63,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001914,MCH-011,2024-05-22,Tooling Change,0.81,15.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001915,MCH-011,2025-09-29,Tooling Change,0.65,12.64,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001916,MCH-011,2025-01-13,Tooling Change,0.47,9.22,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001917,MCH-011,2024-04-30,Tooling Change,0.81,15.8,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001918,MCH-011,2024-11-05,Tooling Change,0.66,12.89,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001919,MCH-011,2024-01-19,Tooling Change,0.66,12.89,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001920,MCH-011,2024-07-01,Tooling Change,0.58,11.31,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001921,MCH-011,2024-10-02,Tooling Change,0.69,13.42,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001922,MCH-011,2024-05-24,Tooling Change,1.04,20.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001923,MCH-011,2025-12-04,Tooling Change,0.59,11.58,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001924,MCH-011,2025-10-28,Tooling Change,0.82,16.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001925,MCH-011,2024-12-20,Tooling Change,0.74,14.47,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001926,MCH-011,2025-02-05,Tooling Change,0.76,14.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001927,MCH-011,2024-04-11,Tooling Change,0.81,15.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001928,MCH-011,2025-07-14,Tooling Change,0.86,16.85,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001929,MCH-011,2024-01-23,Tooling Change,0.63,12.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001930,MCH-011,2025-03-18,Tooling Change,0.68,13.16,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001931,MCH-011,2025-12-30,Material Shortage,6.41,125.04,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-001932,MCH-011,2025-12-05,Quality Hold,2.42,47.13,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001933,MCH-011,2024-01-22,Quality Hold,2.38,46.33,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001934,MCH-011,2025-07-09,Quality Hold,2.65,51.6,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001935,MCH-011,2025-09-01,Quality Hold,1.89,36.86,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001936,MCH-011,2024-02-19,Quality Hold,2.32,45.28,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001937,MCH-011,2024-08-15,Quality Hold,1.65,32.12,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001938,MCH-011,2024-03-29,Quality Hold,1.98,38.69,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001939,MCH-011,2025-06-03,Quality Hold,1.66,32.37,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001940,MCH-011,2025-10-07,Calibration,1.71,33.43,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001941,MCH-011,2024-05-13,Calibration,1.44,28.16,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001942,MCH-011,2025-03-31,Calibration,1.35,26.33,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001943,MCH-011,2024-02-27,Calibration,1.19,23.17,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001944,MCH-011,2025-11-19,Calibration,1.73,33.7,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001945,MCH-011,2025-09-19,Calibration,1.53,29.74,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001946,MCH-011,2025-12-02,Calibration,1.51,29.48,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001947,MCH-011,2025-01-16,Calibration,1.39,27.12,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001948,MCH-011,2024-11-29,Calibration,1.89,36.86,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001949,MCH-011,2025-05-19,Calibration,1.2,23.44,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001950,MCH-011,2025-09-19,Calibration,1.76,34.22,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001951,MCH-011,2025-12-05,Calibration,1.57,30.54,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001952,MCH-011,2025-08-20,Calibration,1.54,30.01,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001953,MCH-011,2024-05-22,Calibration,1.35,26.33,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001954,MCH-011,2024-03-28,Calibration,1.35,26.33,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001955,MCH-011,2025-09-30,Calibration,1.65,32.12,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001956,MCH-011,2024-11-04,Calibration,1.46,28.43,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001957,MCH-011,2025-06-04,Calibration,1.54,30.01,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001958,MCH-011,2025-09-16,Calibration,1.31,25.53,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001959,MCH-011,2025-01-31,Calibration,2.09,40.8,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001960,MCH-011,2025-03-20,Calibration,0.8,15.54,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001961,MCH-011,2024-11-04,Calibration,0.34,6.59,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001962,MCH-012,2024-05-21,Planned Maintenance,2.44,47.66,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001963,MCH-012,2024-12-31,Planned Maintenance,3.62,70.55,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001964,MCH-012,2024-03-21,Planned Maintenance,1.78,34.75,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001965,MCH-012,2025-05-12,Planned Maintenance,2.71,52.91,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001966,MCH-012,2024-12-31,Planned Maintenance,2.01,39.22,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001967,MCH-012,2025-02-05,Planned Maintenance,2.85,55.55,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001968,MCH-012,2024-11-19,Planned Maintenance,3.51,68.45,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001969,MCH-012,2024-02-21,Planned Maintenance,2.13,41.59,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001970,MCH-012,2025-01-24,Planned Maintenance,3.65,71.08,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001971,MCH-012,2025-04-11,Planned Maintenance,4.01,78.18,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001972,MCH-012,2025-04-09,Planned Maintenance,3.36,65.56,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001973,MCH-012,2024-04-30,Planned Maintenance,2.89,56.34,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001974,MCH-012,2024-11-18,Planned Maintenance,3.7,72.13,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001975,MCH-012,2024-05-16,Planned Maintenance,2.12,41.32,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001976,MCH-012,2024-05-03,Planned Maintenance,2.82,55.01,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001977,MCH-012,2024-11-04,Planned Maintenance,2.58,50.27,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001978,MCH-012,2025-12-15,Planned Maintenance,2.24,43.7,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001979,MCH-012,2024-02-05,Planned Maintenance,2.09,40.8,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001980,MCH-012,2024-03-26,Planned Maintenance,2.28,44.48,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001981,MCH-012,2025-02-10,Planned Maintenance,1.96,38.16,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001982,MCH-012,2025-04-22,Planned Maintenance,3.32,64.76,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001983,MCH-012,2025-10-21,Planned Maintenance,3.42,66.6,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001984,MCH-012,2024-12-17,Planned Maintenance,1.16,22.64,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001985,MCH-012,2024-03-21,Planned Maintenance,3.05,59.49,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001986,MCH-012,2025-06-27,Planned Maintenance,2.51,48.96,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001987,MCH-012,2024-02-21,Planned Maintenance,2.56,50.02,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001988,MCH-012,2024-11-04,Planned Maintenance,2.12,41.32,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001989,MCH-012,2024-08-01,Planned Maintenance,3.54,68.97,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001990,MCH-012,2024-02-06,Planned Maintenance,3.02,58.97,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001991,MCH-012,2025-12-11,Planned Maintenance,3.32,64.76,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001992,MCH-012,2025-07-21,Planned Maintenance,2.39,46.6,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001993,MCH-012,2024-07-10,Planned Maintenance,3.13,61.07,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001994,MCH-012,2025-01-07,Planned Maintenance,2.55,49.75,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001995,MCH-012,2025-01-20,Planned Maintenance,2.69,52.38,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001996,MCH-012,2024-06-11,Planned Maintenance,3.33,65.02,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001997,MCH-012,2025-12-29,Unplanned Breakdown,5.24,497.52,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001998,MCH-012,2025-11-26,Unplanned Breakdown,2.7,415.73,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001999,MCH-012,2025-10-21,Unplanned Breakdown,5.6,443.21,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002000,MCH-012,2025-07-08,Unplanned Breakdown,2.24,493.88,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002001,MCH-012,2025-12-10,Unplanned Breakdown,5.25,534.56,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002002,MCH-012,2025-04-10,Unplanned Breakdown,4.64,492.2,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002003,MCH-012,2025-12-18,Unplanned Breakdown,6.33,642.26,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002004,MCH-012,2025-04-25,Unplanned Breakdown,4.54,597.19,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-002005,MCH-012,2024-05-22,Unplanned Breakdown,3.89,691.11,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002006,MCH-012,2024-07-15,Unplanned Breakdown,4.0,268.74,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-002007,MCH-012,2025-11-10,Unplanned Breakdown,4.55,537.44,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002008,MCH-012,2024-10-18,Unplanned Breakdown,7.01,362.45,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-002009,MCH-012,2025-04-03,Tooling Change,0.34,6.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002010,MCH-012,2025-04-28,Tooling Change,0.69,13.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002011,MCH-012,2025-04-17,Tooling Change,0.69,13.42,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002012,MCH-012,2025-05-06,Tooling Change,0.5,9.73,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002013,MCH-012,2025-10-31,Tooling Change,0.55,10.79,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002014,MCH-012,2025-02-10,Tooling Change,0.47,9.22,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002015,MCH-012,2024-06-26,Tooling Change,0.76,14.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002016,MCH-012,2024-11-04,Tooling Change,0.63,12.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002017,MCH-012,2025-07-21,Tooling Change,0.62,12.11,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002018,MCH-012,2025-12-29,Tooling Change,0.54,10.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002019,MCH-012,2025-10-31,Tooling Change,0.46,8.95,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002020,MCH-012,2025-10-20,Tooling Change,0.73,14.22,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002021,MCH-012,2024-09-11,Tooling Change,0.61,11.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002022,MCH-012,2024-08-08,Tooling Change,0.53,10.27,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002023,MCH-012,2025-12-19,Tooling Change,0.92,17.9,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002024,MCH-012,2025-04-08,Tooling Change,0.73,14.22,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002025,MCH-012,2024-10-16,Tooling Change,0.38,7.37,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002026,MCH-012,2024-07-23,Tooling Change,0.68,13.16,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002027,MCH-012,2025-02-07,Tooling Change,0.59,11.58,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002028,MCH-012,2024-08-15,Tooling Change,0.78,15.27,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002029,MCH-012,2024-10-31,Tooling Change,0.58,11.31,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002030,MCH-012,2025-10-13,Tooling Change,0.84,16.32,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002031,MCH-012,2024-12-13,Tooling Change,0.59,11.58,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002032,MCH-012,2024-01-04,Tooling Change,0.66,12.89,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002033,MCH-012,2024-04-23,Tooling Change,0.73,14.22,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002034,MCH-012,2024-04-02,Tooling Change,0.61,11.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002035,MCH-012,2024-03-14,Tooling Change,0.92,17.9,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002036,MCH-012,2025-02-27,Tooling Change,0.76,14.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002037,MCH-012,2024-12-04,Tooling Change,0.34,6.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002038,MCH-012,2024-03-25,Tooling Change,0.84,16.32,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002039,MCH-012,2024-04-17,Tooling Change,0.88,17.1,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002040,MCH-012,2025-03-25,Tooling Change,0.74,14.47,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002041,MCH-012,2024-09-18,Tooling Change,0.39,7.63,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002042,MCH-012,2024-06-25,Tooling Change,1.01,19.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002043,MCH-012,2025-09-18,Tooling Change,0.94,18.43,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002044,MCH-012,2024-07-05,Tooling Change,0.53,10.27,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002045,MCH-012,2025-09-02,Tooling Change,0.42,8.15,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002046,MCH-012,2024-11-06,Tooling Change,0.34,6.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002047,MCH-012,2024-10-23,Tooling Change,1.0,19.48,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002048,MCH-012,2025-01-23,Tooling Change,0.39,7.63,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002049,MCH-012,2025-07-07,Tooling Change,0.86,16.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002050,MCH-012,2024-01-10,Tooling Change,0.96,18.68,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002051,MCH-012,2025-01-22,Tooling Change,0.34,6.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002052,MCH-012,2024-08-28,Tooling Change,0.57,11.06,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002053,MCH-012,2024-08-21,Tooling Change,0.62,12.11,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002054,MCH-012,2024-01-08,Tooling Change,0.57,11.06,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002055,MCH-012,2024-10-18,Tooling Change,0.9,17.64,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002056,MCH-012,2024-02-12,Tooling Change,0.89,17.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002057,MCH-012,2025-01-20,Tooling Change,0.61,11.85,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002058,MCH-012,2024-07-22,Tooling Change,0.43,8.42,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002059,MCH-012,2025-11-20,Tooling Change,0.84,16.32,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002060,MCH-012,2024-04-09,Tooling Change,0.69,13.42,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002061,MCH-012,2025-01-02,Tooling Change,0.66,12.89,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002062,MCH-012,2024-11-04,Tooling Change,0.58,11.31,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002063,MCH-012,2024-02-28,Tooling Change,0.5,9.73,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002064,MCH-012,2024-02-08,Tooling Change,0.86,16.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002065,MCH-012,2024-07-02,Tooling Change,0.62,12.11,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002066,MCH-012,2025-05-20,Tooling Change,0.39,7.63,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002067,MCH-012,2024-08-23,Tooling Change,0.68,13.16,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002068,MCH-012,2025-04-10,Tooling Change,0.99,19.21,Night (10PM-6AM),False,Tool replacement for new job setup
DT-002069,MCH-012,2024-04-30,Tooling Change,0.81,15.8,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002070,MCH-012,2025-04-28,Tooling Change,0.54,10.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002071,MCH-012,2025-06-10,Tooling Change,1.03,20.01,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-002072,MCH-012,2025-06-16,Tooling Change,0.4,7.9,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-002073,MCH-012,2025-05-19,Tooling Change,0.54,10.53,Morning (6AM-2PM),False,Tool replacement for new job setup
