quality_event_id,production_id,job_order_id,product_id,machine_id,operator_id,date,defect_type,severity,disposition,rework_cost,root_cause,corrective_action_taken
QE-010847,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Crack/Fracture,Major,Scrap,70.9,Process Drift,False
QE-010848,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Dimensional Out-of-Spec,Major,Scrap,55.98,Machine Calibration,False
QE-010849,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Dimensional Out-of-Spec,Minor,Rework,36.79,Process Drift,False
QE-010850,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Alignment Error,Major,Scrap,54.41,Tool Wear,False
QE-010851,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Contamination,Minor,Use As-Is,0.0,Operator Error,False
QE-010852,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Tool Wear Damage,Major,Rework,64.87,Tool Wear,True
QE-010853,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Crack/Fracture,Major,Rework,84.64,Process Drift,False
QE-010854,PRD-RUN-005601,JOB-01401,PRD-007,MCH-001,OPR-006,2025-06-20,Tool Wear Damage,Minor,Rework,49.41,Process Drift,False
QE-010855,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Assembly Error,Minor,Rework,107.46,Material Variation,False
QE-010856,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Dimensional Out-of-Spec,Major,Scrap,71.22,Operator Error,False
QE-010857,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Surface Finish Defect,Major,Rework,110.67,Machine Calibration,False
QE-010858,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Alignment Error,Major,Rework,118.81,Tool Wear,False
QE-010859,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Crack/Fracture,Major,Rework,29.47,Tool Wear,True
QE-010860,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Contamination,Critical,Scrap,45.06,Environmental,True
QE-010861,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Tool Wear Damage,Major,Rework,95.33,Operator Error,False
QE-010862,PRD-RUN-005602,JOB-01401,PRD-007,MCH-010,OPR-002,2025-06-22,Contamination,Minor,Rework,63.97,Operator Error,False
QE-010863,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Crack/Fracture,Major,Rework,115.88,Material Variation,False
QE-010864,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Alignment Error,Minor,Rework,30.63,Process Drift,True
QE-010865,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Tool Wear Damage,Major,Rework,47.29,Process Drift,True
QE-010866,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Surface Finish Defect,Major,Scrap,59.25,Process Drift,True
QE-010867,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Surface Finish Defect,Critical,Rework,58.03,Process Drift,True
QE-010868,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Machine Calibration,True
QE-010869,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Contamination,Major,Rework,53.01,Operator Error,False
QE-010870,PRD-RUN-005603,JOB-01401,PRD-007,MCH-009,OPR-011,2025-06-23,Tool Wear Damage,Major,Scrap,55.86,Tool Wear,False
QE-010871,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Material Defect,Major,Scrap,64.97,Material Variation,False
QE-010872,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Material Defect,Major,Scrap,51.59,Environmental,True
QE-010873,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Assembly Error,Minor,Use As-Is,0.0,Tool Wear,True
QE-010874,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Material Defect,Minor,Rework,18.61,Environmental,True
QE-010875,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Dimensional Out-of-Spec,Major,Scrap,64.15,Environmental,False
QE-010876,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Assembly Error,Major,Rework,90.78,Operator Error,False
QE-010877,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Dimensional Out-of-Spec,Minor,Rework,68.09,Material Variation,False
QE-010878,PRD-RUN-005604,JOB-01401,PRD-007,MCH-012,OPR-011,2025-06-24,Assembly Error,Major,Rework,78.33,Machine Calibration,True
QE-010879,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Contamination,Critical,Scrap,49.26,Operator Error,False
QE-010880,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Contamination,Major,Rework,26.11,Environmental,False
QE-010881,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Assembly Error,Major,Rework,98.71,Material Variation,False
QE-010882,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Tool Wear Damage,Minor,Rework,56.28,Material Variation,True
QE-010883,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Alignment Error,Minor,Rework,118.46,Process Drift,False
QE-010884,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Alignment Error,Minor,Rework,117.61,Machine Calibration,True
QE-010885,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Crack/Fracture,Minor,Use As-Is,0.0,Process Drift,True
QE-010886,PRD-RUN-005605,JOB-01401,PRD-007,MCH-017,OPR-002,2025-06-25,Dimensional Out-of-Spec,Minor,Scrap,47.5,Tool Wear,False
QE-010887,PRD-RUN-005606,JOB-01402,PRD-002,MCH-005,OPR-005,2025-11-25,Crack/Fracture,Minor,Rework,35.47,Tool Wear,False
QE-010888,PRD-RUN-005607,JOB-01402,PRD-002,MCH-011,OPR-016,2025-11-25,Material Defect,Minor,Rework,94.73,Process Drift,False
QE-010889,PRD-RUN-005608,JOB-01402,PRD-002,MCH-016,OPR-007,2025-11-25,Material Defect,Major,Rework,95.28,Tool Wear,True
QE-010890,PRD-RUN-005609,JOB-01402,PRD-002,MCH-017,OPR-016,2025-11-25,Alignment Error,Major,Rework,18.32,Environmental,False
QE-010891,PRD-RUN-005610,JOB-01403,PRD-007,MCH-004,OPR-010,2025-10-13,Material Defect,Minor,Rework,71.41,Machine Calibration,True
QE-010892,PRD-RUN-005611,JOB-01403,PRD-007,MCH-010,OPR-012,2025-10-13,Assembly Error,Minor,Rework,44.8,Process Drift,False
QE-010893,PRD-RUN-005612,JOB-01403,PRD-007,MCH-009,OPR-006,2025-10-13,Crack/Fracture,Minor,Rework,20.25,Operator Error,True
QE-010894,PRD-RUN-005613,JOB-01403,PRD-007,MCH-011,OPR-001,2025-10-13,Surface Finish Defect,Minor,Rework,60.18,Environmental,True
QE-010895,PRD-RUN-005614,JOB-01403,PRD-007,MCH-018,OPR-006,2025-10-13,Tool Wear Damage,Critical,Scrap,40.79,Material Variation,False
QE-010896,PRD-RUN-005615,JOB-01404,PRD-007,MCH-003,OPR-003,2025-10-16,Surface Finish Defect,Minor,Rework,44.74,Machine Calibration,True
QE-010897,PRD-RUN-005616,JOB-01404,PRD-007,MCH-010,OPR-007,2025-10-16,Material Defect,Minor,Rework,74.47,Environmental,True
QE-010898,PRD-RUN-005617,JOB-01404,PRD-007,MCH-009,OPR-011,2025-10-16,Material Defect,Critical,Scrap,44.93,Material Variation,False
QE-010899,PRD-RUN-005618,JOB-01404,PRD-007,MCH-011,OPR-005,2025-10-16,Contamination,Minor,Rework,53.12,Environmental,True
QE-010900,PRD-RUN-005619,JOB-01404,PRD-007,MCH-017,OPR-013,2025-10-16,Material Defect,Minor,Rework,89.45,Process Drift,False
QE-010901,PRD-RUN-005620,JOB-01405,PRD-006,MCH-006,OPR-003,2024-10-16,Material Defect,Minor,Scrap,16.26,Environmental,False
QE-010902,PRD-RUN-005621,JOB-01405,PRD-006,MCH-010,OPR-008,2024-10-16,Crack/Fracture,Critical,Scrap,13.14,Operator Error,False
QE-010903,PRD-RUN-005622,JOB-01405,PRD-006,MCH-011,OPR-016,2024-10-16,Surface Finish Defect,Major,Rework,76.92,Material Variation,True
QE-010904,PRD-RUN-005622,JOB-01405,PRD-006,MCH-011,OPR-016,2024-10-16,Tool Wear Damage,Major,Scrap,11.97,Machine Calibration,False
QE-010905,PRD-RUN-005623,JOB-01405,PRD-006,MCH-018,OPR-008,2024-10-17,Crack/Fracture,Major,Scrap,16.97,Operator Error,False
QE-010906,PRD-RUN-005624,JOB-01406,PRD-003,MCH-004,OPR-005,2024-03-26,Contamination,Minor,Rework,23.53,Operator Error,False
QE-010907,PRD-RUN-005624,JOB-01406,PRD-003,MCH-004,OPR-005,2024-03-26,Material Defect,Major,Scrap,20.85,Tool Wear,False
QE-010908,PRD-RUN-005625,JOB-01406,PRD-003,MCH-009,OPR-009,2024-03-26,Assembly Error,Major,Scrap,19.72,Operator Error,False
QE-010909,PRD-RUN-005625,JOB-01406,PRD-003,MCH-009,OPR-009,2024-03-26,Assembly Error,Minor,Scrap,20.94,Machine Calibration,True
QE-010910,PRD-RUN-005626,JOB-01406,PRD-003,MCH-006,OPR-011,2024-03-26,Contamination,Minor,Rework,81.02,Process Drift,False
QE-010911,PRD-RUN-005626,JOB-01406,PRD-003,MCH-006,OPR-011,2024-03-26,Material Defect,Minor,Use As-Is,0.0,Material Variation,True
QE-010912,PRD-RUN-005627,JOB-01406,PRD-003,MCH-017,OPR-013,2024-03-27,Tool Wear Damage,Major,Scrap,37.97,Environmental,True
QE-010913,PRD-RUN-005627,JOB-01406,PRD-003,MCH-017,OPR-013,2024-03-27,Alignment Error,Critical,Rework,78.16,Environmental,False
QE-010914,PRD-RUN-005628,JOB-01407,PRD-003,MCH-003,OPR-013,2025-10-28,Tool Wear Damage,Critical,Scrap,23.84,Environmental,True
QE-010915,PRD-RUN-005629,JOB-01407,PRD-003,MCH-008,OPR-005,2025-10-28,Material Defect,Critical,Rework,100.9,Machine Calibration,False
QE-010916,PRD-RUN-005630,JOB-01407,PRD-003,MCH-007,OPR-001,2025-10-28,Material Defect,Major,Scrap,25.74,Process Drift,True
QE-010917,PRD-RUN-005631,JOB-01407,PRD-003,MCH-018,OPR-004,2025-10-28,Tool Wear Damage,Major,Rework,77.37,Process Drift,False
QE-010918,PRD-RUN-005632,JOB-01408,PRD-007,MCH-004,OPR-008,2025-05-06,Contamination,Minor,Rework,61.23,Machine Calibration,True
QE-010919,PRD-RUN-005632,JOB-01408,PRD-007,MCH-004,OPR-008,2025-05-06,Surface Finish Defect,Major,Rework,68.65,Tool Wear,True
QE-010920,PRD-RUN-005632,JOB-01408,PRD-007,MCH-004,OPR-008,2025-05-06,Crack/Fracture,Minor,Rework,26.09,Operator Error,True
QE-010921,PRD-RUN-005632,JOB-01408,PRD-007,MCH-004,OPR-008,2025-05-06,Material Defect,Minor,Rework,112.69,Machine Calibration,True
QE-010922,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Dimensional Out-of-Spec,Minor,Rework,47.06,Process Drift,False
QE-010923,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Alignment Error,Minor,Rework,78.1,Tool Wear,False
QE-010924,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Tool Wear Damage,Minor,Scrap,36.27,Machine Calibration,True
QE-010925,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Material Defect,Major,Use As-Is,0.0,Material Variation,False
QE-010926,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Contamination,Minor,Rework,63.3,Machine Calibration,True
QE-010927,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Contamination,Major,Scrap,63.6,Environmental,False
QE-010928,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Contamination,Minor,Rework,79.3,Tool Wear,False
QE-010929,PRD-RUN-005633,JOB-01408,PRD-007,MCH-008,OPR-001,2025-05-07,Surface Finish Defect,Critical,Rework,48.44,Tool Wear,False
QE-010930,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Contamination,Major,Rework,83.31,Process Drift,True
QE-010931,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Assembly Error,Major,Rework,98.53,Environmental,False
QE-010932,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Alignment Error,Major,Rework,31.6,Operator Error,False
QE-010933,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Tool Wear Damage,Minor,Rework,21.91,Tool Wear,True
QE-010934,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Alignment Error,Minor,Rework,63.47,Tool Wear,False
QE-010935,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Material Defect,Minor,Rework,60.93,Material Variation,True
QE-010936,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Assembly Error,Minor,Use As-Is,0.0,Process Drift,True
QE-010937,PRD-RUN-005634,JOB-01408,PRD-007,MCH-010,OPR-006,2025-05-08,Crack/Fracture,Major,Scrap,37.68,Tool Wear,True
QE-010938,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Surface Finish Defect,Minor,Rework,86.39,Environmental,True
QE-010939,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Assembly Error,Critical,Scrap,56.93,Material Variation,False
QE-010940,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Tool Wear Damage,Minor,Scrap,47.26,Material Variation,False
QE-010941,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Material Defect,Critical,Scrap,45.98,Operator Error,False
QE-010942,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Dimensional Out-of-Spec,Major,Rework,45.32,Machine Calibration,True
QE-010943,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Alignment Error,Minor,Rework,26.92,Machine Calibration,True
QE-010944,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Material Defect,Minor,Rework,112.48,Environmental,True
QE-010945,PRD-RUN-005635,JOB-01408,PRD-007,MCH-012,OPR-011,2025-05-09,Contamination,Critical,Scrap,38.17,Operator Error,True
QE-010946,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Material Defect,Minor,Rework,19.56,Environmental,False
QE-010947,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Surface Finish Defect,Minor,Rework,97.15,Environmental,True
QE-010948,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Tool Wear Damage,Critical,Rework,63.24,Machine Calibration,True
QE-010949,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Material Defect,Minor,Rework,100.18,Machine Calibration,False
QE-010950,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Crack/Fracture,Major,Rework,68.51,Environmental,False
QE-010951,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Material Defect,Major,Scrap,68.36,Process Drift,True
QE-010952,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Contamination,Minor,Rework,51.65,Machine Calibration,True
QE-010953,PRD-RUN-005636,JOB-01408,PRD-007,MCH-017,OPR-009,2025-05-10,Alignment Error,Major,Rework,76.47,Tool Wear,True
QE-010954,PRD-RUN-005637,JOB-01409,PRD-005,MCH-001,OPR-007,2024-08-30,Alignment Error,Minor,Rework,38.09,Process Drift,True
QE-010955,PRD-RUN-005638,JOB-01409,PRD-005,MCH-008,OPR-004,2024-08-30,Crack/Fracture,Minor,Rework,62.08,Process Drift,True
QE-010956,PRD-RUN-005639,JOB-01409,PRD-005,MCH-013,OPR-012,2024-08-30,Material Defect,Minor,Rework,28.94,Environmental,True
QE-010957,PRD-RUN-005640,JOB-01409,PRD-005,MCH-017,OPR-011,2024-08-30,Contamination,Major,Rework,67.33,Operator Error,False
QE-010958,PRD-RUN-005641,JOB-01410,PRD-002,MCH-006,OPR-001,2025-12-01,Surface Finish Defect,Major,Scrap,45.25,Tool Wear,True
QE-010959,PRD-RUN-005642,JOB-01410,PRD-002,MCH-012,OPR-004,2025-12-01,Contamination,Major,Scrap,31.82,Material Variation,True
QE-010960,PRD-RUN-005643,JOB-01410,PRD-002,MCH-015,OPR-007,2025-12-01,Contamination,Minor,Rework,24.52,Machine Calibration,False
QE-010961,PRD-RUN-005644,JOB-01410,PRD-002,MCH-017,OPR-004,2025-12-02,Alignment Error,Major,Scrap,48.47,Tool Wear,False
QE-010962,PRD-RUN-005645,JOB-01411,PRD-008,MCH-001,OPR-010,2025-02-03,Surface Finish Defect,Major,Rework,90.25,Material Variation,True
QE-010963,PRD-RUN-005646,JOB-01411,PRD-008,MCH-008,OPR-002,2025-02-03,Contamination,Minor,Rework,84.46,Operator Error,True
QE-010964,PRD-RUN-005647,JOB-01411,PRD-008,MCH-016,OPR-016,2025-02-03,Contamination,Minor,Rework,90.61,Tool Wear,True
QE-010965,PRD-RUN-005648,JOB-01411,PRD-008,MCH-018,OPR-005,2025-02-03,Crack/Fracture,Critical,Scrap,8.87,Environmental,False
QE-010966,PRD-RUN-005654,JOB-01413,PRD-006,MCH-007,OPR-009,2024-11-13,Alignment Error,Major,Scrap,12.06,Tool Wear,False
QE-010967,PRD-RUN-005654,JOB-01413,PRD-006,MCH-007,OPR-009,2024-11-13,Alignment Error,Major,Use As-Is,0.0,Operator Error,True
QE-010968,PRD-RUN-005655,JOB-01413,PRD-006,MCH-010,OPR-011,2024-11-13,Contamination,Minor,Rework,87.14,Machine Calibration,False
QE-010969,PRD-RUN-005655,JOB-01413,PRD-006,MCH-010,OPR-011,2024-11-13,Alignment Error,Minor,Rework,43.42,Process Drift,True
QE-010970,PRD-RUN-005656,JOB-01413,PRD-006,MCH-011,OPR-006,2024-11-13,Alignment Error,Major,Rework,81.06,Tool Wear,True
QE-010971,PRD-RUN-005656,JOB-01413,PRD-006,MCH-011,OPR-006,2024-11-13,Assembly Error,Minor,Rework,24.58,Environmental,False
QE-010972,PRD-RUN-005657,JOB-01413,PRD-006,MCH-017,OPR-010,2024-11-14,Crack/Fracture,Critical,Scrap,13.84,Operator Error,True
QE-010973,PRD-RUN-005657,JOB-01413,PRD-006,MCH-017,OPR-010,2024-11-14,Material Defect,Major,Rework,90.5,Environmental,True
QE-010974,PRD-RUN-005658,JOB-01414,PRD-001,MCH-004,OPR-016,2024-03-04,Surface Finish Defect,Minor,Rework,48.23,Material Variation,False
QE-010975,PRD-RUN-005659,JOB-01414,PRD-001,MCH-008,OPR-014,2024-03-04,Alignment Error,Major,Scrap,43.16,Material Variation,True
QE-010976,PRD-RUN-005660,JOB-01414,PRD-001,MCH-012,OPR-013,2024-03-04,Contamination,Major,Scrap,24.14,Machine Calibration,False
QE-010977,PRD-RUN-005661,JOB-01414,PRD-001,MCH-017,OPR-007,2024-03-04,Crack/Fracture,Minor,Use As-Is,0.0,Process Drift,True
QE-010978,PRD-RUN-005662,JOB-01415,PRD-008,MCH-002,OPR-006,2025-12-23,Crack/Fracture,Minor,Rework,42.89,Tool Wear,False
QE-010979,PRD-RUN-005662,JOB-01415,PRD-008,MCH-002,OPR-006,2025-12-23,Assembly Error,Minor,Rework,86.02,Operator Error,False
QE-010980,PRD-RUN-005663,JOB-01415,PRD-008,MCH-010,OPR-014,2025-12-23,Assembly Error,Major,Scrap,10.96,Material Variation,False
QE-010981,PRD-RUN-005663,JOB-01415,PRD-008,MCH-010,OPR-014,2025-12-23,Alignment Error,Critical,Scrap,6.68,Machine Calibration,True
QE-010982,PRD-RUN-005664,JOB-01415,PRD-008,MCH-015,OPR-004,2025-12-23,Contamination,Minor,Rework,25.4,Process Drift,False
QE-010983,PRD-RUN-005665,JOB-01415,PRD-008,MCH-018,OPR-002,2025-12-24,Contamination,Minor,Use As-Is,0.0,Material Variation,False
QE-010984,PRD-RUN-005665,JOB-01415,PRD-008,MCH-018,OPR-002,2025-12-24,Assembly Error,Minor,Rework,63.86,Operator Error,True
QE-010985,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Assembly Error,Minor,Rework,51.26,Machine Calibration,True
QE-010986,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Tool Wear Damage,Critical,Rework,72.73,Tool Wear,True
QE-010987,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Surface Finish Defect,Major,Scrap,11.06,Operator Error,False
QE-010988,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Surface Finish Defect,Major,Rework,45.32,Process Drift,True
QE-010989,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Contamination,Minor,Rework,16.07,Tool Wear,True
QE-010990,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Material Defect,Major,Scrap,10.03,Tool Wear,True
QE-010991,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Alignment Error,Minor,Use As-Is,0.0,Environmental,False
QE-010992,PRD-RUN-005671,JOB-01417,PRD-008,MCH-002,OPR-011,2024-04-29,Alignment Error,Minor,Rework,74.09,Operator Error,True
QE-010993,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Crack/Fracture,Major,Scrap,9.09,Machine Calibration,False
QE-010994,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Dimensional Out-of-Spec,Minor,Scrap,10.71,Operator Error,True
QE-010995,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Tool Wear Damage,Major,Scrap,11.1,Process Drift,False
QE-010996,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Surface Finish Defect,Major,Scrap,6.87,Tool Wear,False
QE-010997,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Contamination,Minor,Rework,102.37,Environmental,True
QE-010998,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Tool Wear Damage,Major,Rework,71.79,Process Drift,False
QE-010999,PRD-RUN-005672,JOB-01417,PRD-008,MCH-010,OPR-014,2024-05-01,Material Defect,Major,Rework,106.46,Machine Calibration,True
QE-011000,PRD-RUN-005673,JOB-01417,PRD-008,MCH-016,OPR-005,2024-05-02,Alignment Error,Minor,Rework,74.61,Operator Error,False
QE-011001,PRD-RUN-005673,JOB-01417,PRD-008,MCH-016,OPR-005,2024-05-02,Alignment Error,Minor,Use As-Is,0.0,Operator Error,True
QE-011002,PRD-RUN-005673,JOB-01417,PRD-008,MCH-016,OPR-005,2024-05-02,Material Defect,Minor,Rework,108.9,Tool Wear,False
QE-011003,PRD-RUN-005673,JOB-01417,PRD-008,MCH-016,OPR-005,2024-05-02,Alignment Error,Major,Scrap,10.99,Machine Calibration,False
QE-011004,PRD-RUN-005673,JOB-01417,PRD-008,MCH-016,OPR-005,2024-05-02,Material Defect,Critical,Scrap,7.96,Tool Wear,True
QE-011005,PRD-RUN-005673,JOB-01417,PRD-008,MCH-016,OPR-005,2024-05-02,Tool Wear Damage,Minor,Rework,82.54,Material Variation,True
QE-011006,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Alignment Error,Minor,Use As-Is,0.0,Material Variation,False
QE-011007,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Assembly Error,Critical,Rework,74.65,Process Drift,False
QE-011008,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Crack/Fracture,Minor,Rework,71.18,Environmental,True
QE-011009,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Tool Wear Damage,Minor,Rework,26.53,Process Drift,True
QE-011010,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Crack/Fracture,Major,Scrap,6.14,Environmental,True
QE-011011,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Surface Finish Defect,Minor,Rework,50.95,Process Drift,True
QE-011012,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Dimensional Out-of-Spec,Major,Rework,67.27,Material Variation,False
QE-011013,PRD-RUN-005674,JOB-01417,PRD-008,MCH-018,OPR-006,2024-05-04,Tool Wear Damage,Minor,Use As-Is,0.0,Process Drift,False
QE-011014,PRD-RUN-005675,JOB-01418,PRD-007,MCH-001,OPR-009,2024-07-08,Material Defect,Minor,Rework,73.01,Environmental,False
QE-011015,PRD-RUN-005676,JOB-01418,PRD-007,MCH-009,OPR-016,2024-07-08,Assembly Error,Minor,Rework,69.37,Environmental,True
QE-011016,PRD-RUN-005677,JOB-01418,PRD-007,MCH-008,OPR-006,2024-07-08,Dimensional Out-of-Spec,Minor,Rework,30.3,Process Drift,True
QE-011017,PRD-RUN-005678,JOB-01418,PRD-007,MCH-012,OPR-010,2024-07-08,Dimensional Out-of-Spec,Minor,Rework,100.83,Tool Wear,True
QE-011018,PRD-RUN-005679,JOB-01418,PRD-007,MCH-017,OPR-011,2024-07-09,Crack/Fracture,Major,Rework,90.6,Operator Error,False
QE-011019,PRD-RUN-005680,JOB-01419,PRD-005,MCH-003,OPR-003,2024-05-08,Dimensional Out-of-Spec,Major,Rework,105.65,Material Variation,False
QE-011020,PRD-RUN-005680,JOB-01419,PRD-005,MCH-003,OPR-003,2024-05-08,Assembly Error,Minor,Scrap,51.79,Operator Error,True
QE-011021,PRD-RUN-005681,JOB-01419,PRD-005,MCH-010,OPR-013,2024-05-08,Alignment Error,Minor,Rework,102.39,Machine Calibration,False
QE-011022,PRD-RUN-005681,JOB-01419,PRD-005,MCH-010,OPR-013,2024-05-08,Alignment Error,Minor,Rework,84.75,Operator Error,False
QE-011023,PRD-RUN-005681,JOB-01419,PRD-005,MCH-010,OPR-013,2024-05-08,Contamination,Minor,Rework,61.21,Material Variation,True
QE-011024,PRD-RUN-005682,JOB-01419,PRD-005,MCH-014,OPR-006,2024-05-09,Surface Finish Defect,Minor,Rework,81.69,Material Variation,True
QE-011025,PRD-RUN-005682,JOB-01419,PRD-005,MCH-014,OPR-006,2024-05-09,Alignment Error,Major,Scrap,34.31,Machine Calibration,False
